ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:      22       197.5724       122.4168         0.0000         0.0000          -5247.7926      1937.2696         0.0000         0.0000         0.0000          -2990.5338         0.0000     -2990.5338     -2990.5338         0.0000          25170.3366     14709.5889     23823.1240     25170.3366     14709.5889
ENERGY:      23       192.0720       126.6898         0.0000         0.0000          -5269.0312      1872.2552         0.0000         0.0000         0.0000          -3078.0143         0.0000     -3078.0143     -3078.0143         0.0000          23179.6449     12587.3985     23823.1240     23179.6449     12587.3985
ENERGY:      24       219.9179       133.3629         0.0000         0.0000          -5290.6193      1876.5311         0.0000         0.0000         0.0000          -3060.8073         0.0000     -3060.8073     -3060.8073         0.0000          22488.2397     11977.4087     23823.1240     22488.2397     11977.4087
ENERGY:      25       198.0194       128.7419         0.0000         0.0000          -5276.5126      1864.2047         0.0000         0.0000         0.0000          -3085.5466         0.0000     -3085.5466     -3085.5466         0.0000          22787.4252     12192.8707     23823.1240     22787.4252     12192.8707
ENERGY:      26       199.5766       129.1571         0.0000         0.0000          -5277.9128      1863.7041         0.0000         0.0000         0.0000          -3085.4749         0.0000     -3085.4749     -3085.4749         0.0000          22731.3300     12139.4596     23823.1240     22731.3300     12139.4596
ENERGY:      27       198.5509       128.8867         0.0000         0.0000          -5277.0048      1863.9905         0.0000         0.0000         0.0000          -3085.5767         0.0000     -3085.5767     -3085.5767         0.0000          22767.0755     12173.3436     23823.1240     22767.0755     12173.3436
ENERGY:      28       181.2613       128.1772         0.0000         0.0000          -5296.0069      1781.8775         0.0000         0.0000         0.0000          -3204.6909         0.0000     -3204.6909     -3204.6909         0.0000          21807.6154     11053.2259     23823.1240     21807.6154     11053.2259
ENERGY:      29       171.2142       128.9401         0.0000         0.0000          -5315.6811      1728.5055         0.0000         0.0000         0.0000          -3287.0213         0.0000     -3287.0213     -3287.0213         0.0000          21195.7503     10359.2528     23823.1240     21195.7503     10359.2528
ENERGY:      30       160.1348       132.9681         0.0000         0.0000          -5354.2705      1641.2969         0.0000         0.0000         0.0000          -3419.8707         0.0000     -3419.8707     -3419.8707         0.0000          17497.4469      6505.2310     23823.1240     17497.4469      6505.2310
ENERGY:      31       176.3992       138.6726         0.0000         0.0000          -5392.4978      1573.8327         0.0000         0.0000         0.0000          -3503.5933         0.0000     -3503.5933     -3503.5933         0.0000          16341.7200      5327.6835     23823.1240     16341.7200      5327.6835
ENERGY:      32       219.5166       146.2120         0.0000         0.0000          -5430.4246      1526.9965         0.0000         0.0000         0.0000          -3537.6996         0.0000     -3537.6996     -3537.6996         0.0000          15319.7145      4424.3657     23823.1240     15319.7145      4424.3657
