# step Etot Epot T p 
2924 -4873.9885 -4873.9885 0.0 1249.4076 
2925 -4874.3725 -4874.3725 0.0 1240.6284 
2926 -4874.4879 -4874.4879 0.0 1236.9899 
2927 -4874.5281 -4874.5281 0.0 1235.3521 
2928 -4874.544 -4874.544 0.0 1234.5828 
2929 -4874.551 -4874.551 0.0 1234.2117 
2930 -4874.554 -4874.554 0.0 1234.035 
2931 -4874.5557 -4874.5557 0.0 1233.9445 
2932 -4874.5564 -4874.5564 0.0 1233.9014 
2933 -4874.5568 -4874.5568 0.0 1233.8803 
2934 -4874.5569 -4874.5569 0.0 1233.8699 
2935 -4873.9657 -4873.9657 0.0 1248.0312 
2936 -4874.3634 -4874.3634 0.0 1239.9016 
2937 -4874.4837 -4874.4837 0.0 1236.6223 
2938 -4874.526 -4874.526 0.0 1235.1704 
2939 -4874.5429 -4874.5429 0.0 1234.4957 
2940 -4874.5504 -4874.5504 0.0 1234.1727 
2941 -4874.5537 -4874.5537 0.0 1234.0203 
2942 -4874.5554 -4874.5554 0.0 1233.942 
2943 -4874.5562 -4874.5562 0.0 1233.9051 
2944 -4874.5566 -4874.5566 0.0 1233.8871 
2945 -4874.5568 -4874.5568 0.0 1233.8783 
2946 -4873.9651 -4873.9651 0.0 1248.0425 
2947 -4874.365 -4874.365 0.0 1239.8654 
2948 -4874.4844 -4874.4844 0.0 1236.5975 
2949 -4874.5263 -4874.5263 0.0 1235.1584 
2950 -4874.543 -4874.543 0.0 1234.4923 
2951 -4874.5504 -4874.5504 0.0 1234.1744 
2952 -4874.5536 -4874.5536 0.0 1234.025 
2953 -4874.5553 -4874.5553 0.0 1233.9484 
2954 -4874.5561 -4874.5561 0.0 1233.9124 
2955 -4874.5564 -4874.5564 0.0 1233.895 
2956 -4874.5566 -4874.5566 0.0 1233.8864 
2957 -4873.9877 -4873.9877 0.0 1249.4345 
2958 -4874.361 -4874.361 0.0 1240.9543 
2959 -4874.4813 -4874.4813 0.0 1237.2405 
2960 -4874.5244 -4874.5244 0.0 1235.5197 
2961 -4874.5419 -4874.5419 0.0 1234.6891 
2962 -4874.5495 -4874.5495 0.0 1234.2872 
2963 -4874.5532 -4874.5532 0.0 1234.0851 
2964 -4874.5548 -4874.5548 0.0 1233.9877 
2965 -4874.5558 -4874.5558 0.0 1233.9357 
2966 -4874.5562 -4874.5562 0.0 1233.911 
2967 -4874.5564 -4874.5564 0.0 1233.8987 
2968 -4873.9869 -4873.9869 0.0 1249.4506 
2969 -4874.3624 -4874.3624 0.0 1240.9175 
2970 -4874.482 -4874.482 0.0 1237.2144 
2971 -4874.5247 -4874.5247 0.0 1235.5078 
2972 -4874.542 -4874.542 0.0 1234.6872 
2973 -4874.5494 -4874.5494 0.0 1234.2913 
2974 -4874.553 -4874.553 0.0 1234.0927 
2975 -4874.5546 -4874.5546 0.0 1233.9974 
2976 -4874.5556 -4874.5556 0.0 1233.9466 
2977 -4874.556 -4874.556 0.0 1233.9225 
2978 -4874.5562 -4874.5562 0.0 1233.9105 
2979 -4873.9862 -4873.9862 0.0 1249.4661 
2980 -4874.3637 -4874.3637 0.0 1240.8805 
2981 -4874.4827 -4874.4827 0.0 1237.1883 
2982 -4874.525 -4874.525 0.0 1235.4958 
2983 -4874.542 -4874.542 0.0 1234.685 
2984 -4874.5493 -4874.5493 0.0 1234.2952 
2985 -4874.5529 -4874.5529 0.0 1234.1001 
2986 -4874.5545 -4874.5545 0.0 1234.0068 
2987 -4874.5554 -4874.5554 0.0 1233.9571 
2988 -4874.5558 -4874.5558 0.0 1233.9336 
2989 -4874.556 -4874.556 0.0 1233.922 
2990 -4873.9855 -4873.9855 0.0 1249.481 
2991 -4874.3651 -4874.3651 0.0 1240.8435 
2992 -4874.4833 -4874.4833 0.0 1237.1647 
2993 -4874.5252 -4874.5252 0.0 1235.4838 
2994 -4874.5421 -4874.5421 0.0 1234.6827 
2995 -4874.5493 -4874.5493 0.0 1234.2988 
2996 -4874.5528 -4874.5528 0.0 1234.1072 
2997 -4874.5543 -4874.5543 0.0 1234.0158 
2998 -4874.5551 -4874.5551 0.0 1233.9695 
2999 -4874.5556 -4874.5556 0.0 1233.9443 
3000 -4874.5558 -4874.5558 0.0 1233.933 
3001 -4873.9849 -4873.9849 0.0 1249.4954 
3002 -4874.3664 -4874.3664 0.0 1240.8076 
3003 -4874.4841 -4874.4841 0.0 1237.1388 
3004 -4874.5255 -4874.5255 0.0 1235.4717 
3005 -4874.5422 -4874.5422 0.0 1234.6802 
3006 -4874.5492 -4874.5492 0.0 1234.3022 
3007 -4874.5526 -4874.5526 0.0 1234.114 
3008 -4874.5541 -4874.5541 0.0 1234.0246 
3009 -4874.5549 -4874.5549 0.0 1233.9793 
3010 -4874.5554 -4874.5554 0.0 1233.9546 
3011 -4874.5556 -4874.5556 0.0 1233.9437 
3012 -4873.9842 -4873.9842 0.0 1249.5094 
3013 -4874.3678 -4874.3678 0.0 1240.7703 
3014 -4874.4848 -4874.4848 0.0 1237.1129 
3015 -4874.5258 -4874.5258 0.0 1235.4596 
3016 -4874.5422 -4874.5422 0.0 1234.6777 
3017 -4874.5492 -4874.5492 0.0 1234.3054 
3018 -4874.5525 -4874.5525 0.0 1234.1205 
3019 -4874.554 -4874.554 0.0 1234.0329 
3020 -4874.5548 -4874.5548 0.0 1233.9887 
3021 -4874.5551 -4874.5551 0.0 1233.967 
3022 -4874.5554 -4874.5554 0.0 1233.9539 
3023 -4873.9837 -4873.9837 0.0 1249.5204 
3024 -4874.3692 -4874.3692 0.0 1240.7331 
3025 -4874.4855 -4874.4855 0.0 1237.0871 
3026 -4874.5261 -4874.5261 0.0 1235.4476 
3027 -4874.5423 -4874.5423 0.0 1234.675 
3028 -4874.5491 -4874.5491 0.0 1234.3084 
3029 -4874.5525 -4874.5525 0.0 1234.1255 
3030 -4874.5539 -4874.5539 0.0 1234.041 
3031 -4874.5546 -4874.5546 0.0 1233.9978 
3032 -4874.555 -4874.555 0.0 1233.9766 
3033 -4874.5552 -4874.5552 0.0 1233.9662 
3034 -4873.961 -4873.961 0.0 1248.1448 
3035 -4874.3602 -4874.3602 0.0 1240.0066 
3036 -4874.4813 -4874.4813 0.0 1236.7197 
3037 -4874.524 -4874.524 0.0 1235.2659 
3038 -4874.5412 -4874.5412 0.0 1234.5879 
3039 -4874.5485 -4874.5485 0.0 1234.2693 
3040 -4874.5521 -4874.5521 0.0 1234.1107 
3041 -4874.5536 -4874.5536 0.0 1234.0385 
3042 -4874.5544 -4874.5544 0.0 1234.0015 
3043 -4874.5548 -4874.5548 0.0 1233.9834 
3044 -4874.555 -4874.555 0.0 1233.9746 
3045 -4873.9605 -4873.9605 0.0 1248.1562 
3046 -4874.3618 -4874.3618 0.0 1239.9677 
3047 -4874.482 -4874.482 0.0 1236.6947 
3048 -4874.5243 -4874.5243 0.0 1235.2537 
3049 -4874.5413 -4874.5413 0.0 1234.5844 
3050 -4874.5485 -4874.5485 0.0 1234.271 
3051 -4874.552 -4874.552 0.0 1234.1154 
3052 -4874.5536 -4874.5536 0.0 1234.0425 
3053 -4874.5542 -4874.5542 0.0 1234.0088 
3054 -4874.5546 -4874.5546 0.0 1233.9913 
3055 -4874.5548 -4874.5548 0.0 1233.9827 
3056 -4873.9829 -4873.9829 0.0 1249.5472 
3057 -4874.3576 -4874.3576 0.0 1241.0585 
3058 -4874.4787 -4874.4787 0.0 1237.3394 
3059 -4874.5223 -4874.5223 0.0 1235.6163 
3060 -4874.54 -4874.54 0.0 1234.7856 
3061 -4874.5478 -4874.5478 0.0 1234.3794 
3062 -4874.5515 -4874.5515 0.0 1234.1782 
3063 -4874.5532 -4874.5532 0.0 1234.0795 
3064 -4874.554 -4874.554 0.0 1234.0321 
3065 -4874.5544 -4874.5544 0.0 1234.0074 
3066 -4874.5546 -4874.5546 0.0 1233.995 
3067 -4873.9821 -4873.9821 0.0 1249.5633 
3068 -4874.359 -4874.359 0.0 1241.0214 
3069 -4874.4794 -4874.4794 0.0 1237.3131 
3070 -4874.5226 -4874.5226 0.0 1235.6042 
3071 -4874.54 -4874.54 0.0 1234.7835 
3072 -4874.5477 -4874.5477 0.0 1234.3835 
3073 -4874.5514 -4874.5514 0.0 1234.1858 
3074 -4874.553 -4874.553 0.0 1234.0892 
3075 -4874.5538 -4874.5538 0.0 1234.043 
3076 -4874.5542 -4874.5542 0.0 1234.0189 
3077 -4874.5544 -4874.5544 0.0 1234.0069 
3078 -4873.9814 -4873.9814 0.0 1249.5788 
3079 -4874.3604 -4874.3604 0.0 1240.9842 
3080 -4874.4802 -4874.4802 0.0 1237.2867 
3081 -4874.5229 -4874.5229 0.0 1235.5921 
3082 -4874.5401 -4874.5401 0.0 1234.7813 
3083 -4874.5477 -4874.5477 0.0 1234.3873 
3084 -4874.5512 -4874.5512 0.0 1234.1932 
3085 -4874.5529 -4874.5529 0.0 1234.0986 
3086 -4874.5537 -4874.5537 0.0 1234.0512 
3087 -4874.554 -4874.554 0.0 1234.03 
3088 -4874.5542 -4874.5542 0.0 1234.0184 
3089 -4873.9807 -4873.9807 0.0 1249.5938 
3090 -4874.3618 -4874.3618 0.0 1240.9468 
3091 -4874.481 -4874.481 0.0 1237.2605 
3092 -4874.5232 -4874.5232 0.0 1235.5799 
3093 -4874.5401 -4874.5401 0.0 1234.7789 
3094 -4874.5476 -4874.5476 0.0 1234.3909 
3095 -4874.5511 -4874.5511 0.0 1234.2003 
3096 -4874.5527 -4874.5527 0.0 1234.1077 
3097 -4874.5535 -4874.5535 0.0 1234.0614 
3098 -4874.5538 -4874.5538 0.0 1234.0408 
3099 -4874.554 -4874.554 0.0 1234.0295 
3100 -4873.9801 -4873.9801 0.0 1249.6083 
3101 -4874.3632 -4874.3632 0.0 1240.9094 
3102 -4874.4817 -4874.4817 0.0 1237.2344 
3103 -4874.5234 -4874.5234 0.0 1235.5677 
3104 -4874.5402 -4874.5402 0.0 1234.7764 
3105 -4874.5475 -4874.5475 0.0 1234.3944 
3106 -4874.551 -4874.551 0.0 1234.2071 
3107 -4874.5525 -4874.5525 0.0 1234.1164 
3108 -4874.5533 -4874.5533 0.0 1234.0712 
3109 -4874.5536 -4874.5536 0.0 1234.0512 
3110 -4874.5538 -4874.5538 0.0 1234.0402 
3111 -4873.9794 -4873.9794 0.0 1249.6223 
3112 -4874.3646 -4874.3646 0.0 1240.8719 
3113 -4874.4824 -4874.4824 0.0 1237.2083 
3114 -4874.5237 -4874.5237 0.0 1235.5556 
3115 -4874.5402 -4874.5402 0.0 1234.7738 
3116 -4874.5475 -4874.5475 0.0 1234.3976 
3117 -4874.5509 -4874.5509 0.0 1234.2137 
3118 -4874.5524 -4874.5524 0.0 1234.1237 
3119 -4874.5531 -4874.5531 0.0 1234.0807 
3120 -4874.5535 -4874.5535 0.0 1234.059 
3121 -4874.5536 -4874.5536 0.0 1234.0507 
3122 -4873.9788 -4873.9788 0.0 1249.6359 
3123 -4874.366 -4874.366 0.0 1240.8345 
3124 -4874.4831 -4874.4831 0.0 1237.1824 
3125 -4874.524 -4874.524 0.0 1235.5435 
3126 -4874.5403 -4874.5403 0.0 1234.7712 
3127 -4874.5474 -4874.5474 0.0 1234.4006 
3128 -4874.5507 -4874.5507 0.0 1234.2201 
3129 -4874.5523 -4874.5523 0.0 1234.1319 
3130 -4874.553 -4874.553 0.0 1234.09 
3131 -4874.5534 -4874.5534 0.0 1234.0688 
3132 -4874.5536 -4874.5536 0.0 1234.0584 
3133 -4873.9562 -4873.9562 0.0 1248.2618 
3134 -4874.3569 -4874.3569 0.0 1240.1098 
3135 -4874.4788 -4874.4788 0.0 1236.8176 
3136 -4874.5219 -4874.5219 0.0 1235.3619 
3137 -4874.5392 -4874.5392 0.0 1234.6842 
3138 -4874.5468 -4874.5468 0.0 1234.3616 
3139 -4874.5504 -4874.5504 0.0 1234.2053 
3140 -4874.5521 -4874.5521 0.0 1234.1294 
3141 -4874.5528 -4874.5528 0.0 1234.0937 
3142 -4874.5532 -4874.5532 0.0 1234.0756 
3143 -4874.5534 -4874.5534 0.0 1234.0668 
3144 -4873.9556 -4873.9556 0.0 1248.2731 
3145 -4874.3585 -4874.3585 0.0 1240.0729 
3146 -4874.4797 -4874.4797 0.0 1236.7922 
3147 -4874.5222 -4874.5222 0.0 1235.3495 
3148 -4874.5394 -4874.5394 0.0 1234.6805 
3149 -4874.5468 -4874.5468 0.0 1234.3632 
3150 -4874.5503 -4874.5503 0.0 1234.2099 
3151 -4874.5519 -4874.5519 0.0 1234.1358 
3152 -4874.5526 -4874.5526 0.0 1234.101 
3153 -4874.553 -4874.553 0.0 1234.0834 
3154 -4874.5532 -4874.5532 0.0 1234.0749 
3155 -4873.978 -4873.978 0.0 1249.6629 
3156 -4874.3542 -4874.3542 0.0 1241.1634 
3157 -4874.4761 -4874.4761 0.0 1237.4389 
3158 -4874.52 -4874.52 0.0 1235.7159 
3159 -4874.5381 -4874.5381 0.0 1234.8815 
3160 -4874.546 -4874.546 0.0 1234.4746 
3161 -4874.5496 -4874.5496 0.0 1234.2754 
3162 -4874.5515 -4874.5515 0.0 1234.173 
3163 -4874.5524 -4874.5524 0.0 1234.1232 
3164 -4874.5528 -4874.5528 0.0 1234.0995 
3165 -4874.553 -4874.553 0.0 1234.0872 
3166 -4873.9772 -4873.9772 0.0 1249.6789 
3167 -4874.3556 -4874.3556 0.0 1241.1259 
3168 -4874.4769 -4874.4769 0.0 1237.4123 
3169 -4874.5203 -4874.5203 0.0 1235.7035 
3170 -4874.5381 -4874.5381 0.0 1234.8792 
3171 -4874.5459 -4874.5459 0.0 1234.4786 
3172 -4874.5495 -4874.5495 0.0 1234.283 
3173 -4874.5514 -4874.5514 0.0 1234.1826 
3174 -4874.5522 -4874.5522 0.0 1234.134 
3175 -4874.5526 -4874.5526 0.0 1234.1111 
3176 -4874.5528 -4874.5528 0.0 1234.0991 
3177 -4873.9765 -4873.9765 0.0 1249.6944 
3178 -4874.357 -4874.357 0.0 1241.0883 
3179 -4874.4777 -4874.4777 0.0 1237.3856 
3180 -4874.5206 -4874.5206 0.0 1235.6911 
3181 -4874.5382 -4874.5382 0.0 1234.8768 
3182 -4874.5458 -4874.5458 0.0 1234.4823 
3183 -4874.5493 -4874.5493 0.0 1234.2903 
3184 -4874.5512 -4874.5512 0.0 1234.192 
3185 -4874.552 -4874.552 0.0 1234.1445 
3186 -4874.5524 -4874.5524 0.0 1234.121 
3187 -4874.5526 -4874.5526 0.0 1234.1105 
3188 -4873.9758 -4873.9758 0.0 1249.7094 
3189 -4874.3584 -4874.3584 0.0 1241.0506 
3190 -4874.4784 -4874.4784 0.0 1237.3591 
3191 -4874.5209 -4874.5209 0.0 1235.6788 
3192 -4874.5382 -4874.5382 0.0 1234.8743 
3193 -4874.5458 -4874.5458 0.0 1234.4858 
3194 -4874.5492 -4874.5492 0.0 1234.2973 
3195 -4874.551 -4874.551 0.0 1234.201 
3196 -4874.5518 -4874.5518 0.0 1234.1547 
3197 -4874.5523 -4874.5523 0.0 1234.1318 
3198 -4874.5524 -4874.5524 0.0 1234.1205 
3199 -4873.9752 -4873.9752 0.0 1249.7216 
3200 -4874.3599 -4874.3599 0.0 1241.0128 
3201 -4874.4792 -4874.4792 0.0 1237.3326 
3202 -4874.5213 -4874.5213 0.0 1235.664 
3203 -4874.5383 -4874.5383 0.0 1234.8716 
3204 -4874.5457 -4874.5457 0.0 1234.4891 
3205 -4874.5491 -4874.5491 0.0 1234.3041 
3206 -4874.5509 -4874.5509 0.0 1234.2097 
3207 -4874.5517 -4874.5517 0.0 1234.1644 
3208 -4874.5521 -4874.5521 0.0 1234.1421 
3209 -4874.5523 -4874.5523 0.0 1234.1312 
3210 -4873.9746 -4873.9746 0.0 1249.7355 
3211 -4874.3613 -4874.3613 0.0 1240.9749 
3212 -4874.4799 -4874.4799 0.0 1237.3061 
3213 -4874.5216 -4874.5216 0.0 1235.6515 
3214 -4874.5384 -4874.5384 0.0 1234.8688 
3215 -4874.5457 -4874.5457 0.0 1234.4921 
3216 -4874.549 -4874.549 0.0 1234.3105 
3217 -4874.5507 -4874.5507 0.0 1234.218 
3218 -4874.5515 -4874.5515 0.0 1234.1739 
3219 -4874.5519 -4874.5519 0.0 1234.1522 
3220 -4874.5521 -4874.5521 0.0 1234.1415 
3221 -4873.974 -4873.974 0.0 1249.7489 
3222 -4874.3627 -4874.3627 0.0 1240.937 
3223 -4874.4807 -4874.4807 0.0 1237.2797 
3224 -4874.5219 -4874.5219 0.0 1235.639 
3225 -4874.5384 -4874.5384 0.0 1234.8658 
3226 -4874.5456 -4874.5456 0.0 1234.495 
3227 -4874.5489 -4874.5489 0.0 1234.3167 
3228 -4874.5506 -4874.5506 0.0 1234.226 
3229 -4874.5513 -4874.5513 0.0 1234.1829 
3230 -4874.5517 -4874.5517 0.0 1234.1618 
3231 -4874.5519 -4874.5519 0.0 1234.1515 
3232 -4873.9515 -4873.9515 0.0 1248.3756 
3233 -4874.3538 -4874.3538 0.0 1240.2114 
3234 -4874.4765 -4874.4765 0.0 1236.9128 
3235 -4874.5198 -4874.5198 0.0 1235.4576 
3236 -4874.5373 -4874.5373 0.0 1234.7789 
3237 -4874.5451 -4874.5451 0.0 1234.4559 
3238 -4874.5485 -4874.5485 0.0 1234.3019 
3239 -4874.5503 -4874.5503 0.0 1234.2235 
3240 -4874.5511 -4874.5511 0.0 1234.1866 
3241 -4874.5515 -4874.5515 0.0 1234.1686 
3242 -4874.5517 -4874.5517 0.0 1234.1598 
3243 -4873.9509 -4873.9509 0.0 1248.387 
3244 -4874.3554 -4874.3554 0.0 1240.1742 
3245 -4874.4773 -4874.4773 0.0 1236.8871 
3246 -4874.5202 -4874.5202 0.0 1235.445 
3247 -4874.5374 -4874.5374 0.0 1234.7752 
3248 -4874.545 -4874.545 0.0 1234.4575 
3249 -4874.5484 -4874.5484 0.0 1234.3065 
3250 -4874.5502 -4874.5502 0.0 1234.2299 
3251 -4874.551 -4874.551 0.0 1234.1939 
3252 -4874.5514 -4874.5514 0.0 1234.1764 
3253 -4874.5515 -4874.5515 0.0 1234.1679 
3254 -4873.9732 -4873.9732 0.0 1249.7757 
3255 -4874.3512 -4874.3512 0.0 1241.2607 
3256 -4874.4733 -4874.4733 0.0 1237.5429 
3257 -4874.5179 -4874.5179 0.0 1235.8127 
3258 -4874.5362 -4874.5362 0.0 1234.9758 
3259 -4874.5441 -4874.5441 0.0 1234.5695 
3260 -4874.5479 -4874.5479 0.0 1234.3675 
3261 -4874.5496 -4874.5496 0.0 1234.2697 
3262 -4874.5507 -4874.5507 0.0 1234.2174 
3263 -4874.5511 -4874.5511 0.0 1234.1926 
3264 -4874.5513 -4874.5513 0.0 1234.1802 
3265 -4873.9724 -4873.9724 0.0 1249.7918 
3266 -4874.3524 -4874.3524 0.0 1241.2276 
3267 -4874.4741 -4874.4741 0.0 1237.5159 
3268 -4874.5182 -4874.5182 0.0 1235.8001 
3269 -4874.5362 -4874.5362 0.0 1234.9746 
3270 -4874.5441 -4874.5441 0.0 1234.5733 
3271 -4874.5478 -4874.5478 0.0 1234.3751 
3272 -4874.5495 -4874.5495 0.0 1234.2793 
3273 -4874.5505 -4874.5505 0.0 1234.2283 
3274 -4874.5509 -4874.5509 0.0 1234.2041 
3275 -4874.5511 -4874.5511 0.0 1234.1921 
3276 -4873.9717 -4873.9717 0.0 1249.8073 
3277 -4874.3538 -4874.3538 0.0 1241.1897 
3278 -4874.4751 -4874.4751 0.0 1237.4842 
3279 -4874.5185 -4874.5185 0.0 1235.7876 
3280 -4874.5363 -4874.5363 0.0 1234.972 
3281 -4874.544 -4874.544 0.0 1234.577 
3282 -4874.5477 -4874.5477 0.0 1234.3824 
3283 -4874.5493 -4874.5493 0.0 1234.2886 
3284 -4874.5503 -4874.5503 0.0 1234.2388 
3285 -4874.5507 -4874.5507 0.0 1234.2152 
3286 -4874.5509 -4874.5509 0.0 1234.2036 
3287 -4873.9709 -4873.9709 0.0 1249.8234 
3288 -4874.3551 -4874.3551 0.0 1241.1539 
3289 -4874.4759 -4874.4759 0.0 1237.4572 
3290 -4874.5188 -4874.5188 0.0 1235.7749 
3291 -4874.5363 -4874.5363 0.0 1234.9693 
3292 -4874.544 -4874.544 0.0 1234.5803 
3293 -4874.5475 -4874.5475 0.0 1234.3893 
3294 -4874.5492 -4874.5492 0.0 1234.2976 
3295 -4874.5501 -4874.5501 0.0 1234.2488 
3296 -4874.5505 -4874.5505 0.0 1234.226 
3297 -4874.5507 -4874.5507 0.0 1234.2146 
3298 -4873.9703 -4873.9703 0.0 1249.8379 
3299 -4874.3566 -4874.3566 0.0 1241.1157 
3300 -4874.4767 -4874.4767 0.0 1237.4304 
3301 -4874.5191 -4874.5191 0.0 1235.7622 
3302 -4874.5364 -4874.5364 0.0 1234.9665 
3303 -4874.5439 -4874.5439 0.0 1234.5835 
3304 -4874.5474 -4874.5474 0.0 1234.396 
3305 -4874.549 -4874.549 0.0 1234.3063 
3306 -4874.5498 -4874.5498 0.0 1234.2609 
3307 -4874.5503 -4874.5503 0.0 1234.2363 
3308 -4874.5505 -4874.5505 0.0 1234.2253 
3309 -4873.9696 -4873.9696 0.0 1249.8517 
3310 -4874.358 -4874.358 0.0 1241.0774 
3311 -4874.4774 -4874.4774 0.0 1237.4036 
3312 -4874.5194 -4874.5194 0.0 1235.7495 
3313 -4874.5364 -4874.5364 0.0 1234.9635 
3314 -4874.5438 -4874.5438 0.0 1234.5865 
3315 -4874.5472 -4874.5472 0.0 1234.4035 
3316 -4874.5488 -4874.5488 0.0 1234.3145 
3317 -4874.5496 -4874.5496 0.0 1234.2703 
3318 -4874.5501 -4874.5501 0.0 1234.2462 
3319 -4874.5503 -4874.5503 0.0 1234.2356 
3320 -4873.969 -4873.969 0.0 1249.8651 
3321 -4874.3594 -4874.3594 0.0 1241.0391 
3322 -4874.4782 -4874.4782 0.0 1237.3769 
3323 -4874.5197 -4874.5197 0.0 1235.7368 
3324 -4874.5365 -4874.5365 0.0 1234.9603 
3325 -4874.5438 -4874.5438 0.0 1234.5892 
3326 -4874.5472 -4874.5472 0.0 1234.4084 
3327 -4874.5487 -4874.5487 0.0 1234.3225 
3328 -4874.5495 -4874.5495 0.0 1234.2793 
3329 -4874.5499 -4874.5499 0.0 1234.2582 
3330 -4874.5502 -4874.5502 0.0 1234.2454 
3331 -4873.9466 -4873.9466 0.0 1248.4928 
3332 -4874.3506 -4874.3506 0.0 1240.3137 
3333 -4874.4741 -4874.4741 0.0 1237.01 
3334 -4874.5177 -4874.5177 0.0 1235.5553 
3335 -4874.5355 -4874.5355 0.0 1234.8734 
3336 -4874.5432 -4874.5432 0.0 1234.5501 
3337 -4874.5468 -4874.5468 0.0 1234.3935 
3338 -4874.5484 -4874.5484 0.0 1234.3199 
3339 -4874.5493 -4874.5493 0.0 1234.2829 
3340 -4874.5496 -4874.5496 0.0 1234.2649 
3341 -4874.5498 -4874.5498 0.0 1234.2561 
3342 -4873.9461 -4873.9461 0.0 1248.5039 
3343 -4874.3522 -4874.3522 0.0 1240.2762 
3344 -4874.4749 -4874.4749 0.0 1236.9841 
3345 -4874.518 -4874.518 0.0 1235.5426 
3346 -4874.5356 -4874.5356 0.0 1234.8695 
3347 -4874.5432 -4874.5432 0.0 1234.5515 
3348 -4874.5467 -4874.5467 0.0 1234.3981 
3349 -4874.5483 -4874.5483 0.0 1234.3262 
3350 -4874.5491 -4874.5491 0.0 1234.2901 
3351 -4874.5495 -4874.5495 0.0 1234.2727 
3352 -4874.5497 -4874.5497 0.0 1234.2641 
3353 -4873.9682 -4873.9682 0.0 1249.8916 
3354 -4874.3476 -4874.3476 0.0 1241.3671 
3355 -4874.4708 -4874.4708 0.0 1237.6417 
3356 -4874.5157 -4874.5157 0.0 1235.9092 
3357 -4874.5342 -4874.5342 0.0 1235.0722 
3358 -4874.5424 -4874.5424 0.0 1234.6616 
3359 -4874.5462 -4874.5462 0.0 1234.4617 
3360 -4874.548 -4874.548 0.0 1234.3613 
3361 -4874.5488 -4874.5488 0.0 1234.3137 
3362 -4874.5492 -4874.5492 0.0 1234.2889 
3363 -4874.5495 -4874.5495 0.0 1234.2765 
3364 -4873.9674 -4873.9674 0.0 1249.9077 
3365 -4874.3491 -4874.3491 0.0 1241.3289 
3366 -4874.4715 -4874.4715 0.0 1237.6144 
3367 -4874.516 -4874.516 0.0 1235.8964 
3368 -4874.5343 -4874.5343 0.0 1235.0685 
3369 -4874.5423 -4874.5423 0.0 1234.6655 
3370 -4874.546 -4874.546 0.0 1234.4693 
3371 -4874.5478 -4874.5478 0.0 1234.371 
3372 -4874.5486 -4874.5486 0.0 1234.3246 
3373 -4874.549 -4874.549 0.0 1234.3004 
3374 -4874.5492 -4874.5492 0.0 1234.2884 
3375 -4873.9667 -4873.9667 0.0 1249.9233 
3376 -4874.3506 -4874.3506 0.0 1241.2883 
3377 -4874.4723 -4874.4723 0.0 1237.5872 
3378 -4874.5163 -4874.5163 0.0 1235.8836 
3379 -4874.5344 -4874.5344 0.0 1235.0658 
3380 -4874.5423 -4874.5423 0.0 1234.6691 
3381 -4874.5459 -4874.5459 0.0 1234.4766 
3382 -4874.5477 -4874.5477 0.0 1234.3804 
3383 -4874.5484 -4874.5484 0.0 1234.3352 
3384 -4874.5488 -4874.5488 0.0 1234.3116 
3385 -4874.5491 -4874.5491 0.0 1234.2999 
3386 -4873.966 -4873.966 0.0 1249.9394 
3387 -4874.3521 -4874.3521 0.0 1241.2499 
3388 -4874.4731 -4874.4731 0.0 1237.56 
3389 -4874.5166 -4874.5166 0.0 1235.8708 
3390 -4874.5344 -4874.5344 0.0 1235.063 
3391 -4874.5422 -4874.5422 0.0 1234.6724 
3392 -4874.5457 -4874.5457 0.0 1234.4835 
3393 -4874.5475 -4874.5475 0.0 1234.3894 
3394 -4874.5483 -4874.5483 0.0 1234.3429 
3395 -4874.5486 -4874.5486 0.0 1234.3223 
3396 -4874.5488 -4874.5488 0.0 1234.311 
3397 -4873.9653 -4873.9653 0.0 1249.9539 
3398 -4874.3533 -4874.3533 0.0 1241.2161 
3399 -4874.4739 -4874.4739 0.0 1237.5329 
3400 -4874.5169 -4874.5169 0.0 1235.8579 
3401 -4874.5345 -4874.5345 0.0 1235.0601 
3402 -4874.5422 -4874.5422 0.0 1234.6755 
3403 -4874.5456 -4874.5456 0.0 1234.4902 
3404 -4874.5473 -4874.5473 0.0 1234.3992 
3405 -4874.5482 -4874.5482 0.0 1234.3527 
3406 -4874.5484 -4874.5484 0.0 1234.3328 
3407 -4874.5486 -4874.5486 0.0 1234.3217 
3408 -4873.9646 -4873.9646 0.0 1249.9679 
3409 -4874.3548 -4874.3548 0.0 1241.1776 
3410 -4874.4747 -4874.4747 0.0 1237.5059 
3411 -4874.5173 -4874.5173 0.0 1235.8451 
3412 -4874.5345 -4874.5345 0.0 1235.057 
3413 -4874.5421 -4874.5421 0.0 1234.6785 
3414 -4874.5455 -4874.5455 0.0 1234.4966 
3415 -4874.5471 -4874.5471 0.0 1234.4064 
3416 -4874.548 -4874.548 0.0 1234.3621 
3417 -4874.5484 -4874.5484 0.0 1234.3405 
3418 -4874.5485 -4874.5485 0.0 1234.3321 
3419 -4873.964 -4873.964 0.0 1249.9814 
3420 -4874.3561 -4874.3561 0.0 1241.1414 
3421 -4874.4757 -4874.4757 0.0 1237.4742 
3422 -4874.5175 -4874.5175 0.0 1235.8324 
3423 -4874.5346 -4874.5346 0.0 1235.0539 
3424 -4874.5421 -4874.5421 0.0 1234.6813 
3425 -4874.5454 -4874.5454 0.0 1234.5028 
3426 -4874.547 -4874.547 0.0 1234.4145 
3427 -4874.5478 -4874.5478 0.0 1234.3713 
3428 -4874.5482 -4874.5482 0.0 1234.3502 
