# step Etot Epot T p 
4217 -4874.53 -4874.53 0.0 1235.2247 
4218 -4874.5318 -4874.5318 0.0 1235.1477 
4219 -4874.5328 -4874.5328 0.0 1235.1096 
4220 -4874.5332 -4874.5332 0.0 1235.0911 
4221 -4874.5334 -4874.5334 0.0 1235.0821 
4222 -4873.903 -4873.903 0.0 1249.5204 
4223 -4874.3211 -4874.3211 0.0 1241.2209 
4224 -4874.4506 -4874.4506 0.0 1237.8833 
4225 -4874.4979 -4874.4979 0.0 1236.4023 
4226 -4874.5172 -4874.5172 0.0 1235.7162 
4227 -4874.5258 -4874.5258 0.0 1235.3865 
4228 -4874.5298 -4874.5298 0.0 1235.2291 
4229 -4874.5317 -4874.5317 0.0 1235.154 
4230 -4874.5326 -4874.5326 0.0 1235.117 
4231 -4874.533 -4874.533 0.0 1235.0991 
4232 -4874.5332 -4874.5332 0.0 1235.0904 
4233 -4873.9024 -4873.9024 0.0 1249.5314 
4234 -4874.3228 -4874.3228 0.0 1241.1812 
4235 -4874.4516 -4874.4516 0.0 1237.8555 
4236 -4874.4983 -4874.4983 0.0 1236.3882 
4237 -4874.5173 -4874.5173 0.0 1235.7115 
4238 -4874.5258 -4874.5258 0.0 1235.3874 
4239 -4874.5297 -4874.5297 0.0 1235.2333 
4240 -4874.5315 -4874.5315 0.0 1235.1602 
4241 -4874.5324 -4874.5324 0.0 1235.1242 
4242 -4874.5328 -4874.5328 0.0 1235.1067 
4243 -4874.533 -4874.533 0.0 1235.0983 
4244 -4873.9237 -4873.9237 0.0 1250.9148 
4245 -4874.316 -4874.316 0.0 1242.3006 
4246 -4874.4463 -4874.4463 0.0 1238.5267 
4247 -4874.4952 -4874.4952 0.0 1236.7663 
4248 -4874.5155 -4874.5155 0.0 1235.92 
4249 -4874.5246 -4874.5246 0.0 1235.5049 
4250 -4874.529 -4874.529 0.0 1235.2998 
4251 -4874.531 -4874.531 0.0 1235.1992 
4252 -4874.532 -4874.532 0.0 1235.1485 
4253 -4874.5325 -4874.5325 0.0 1235.1233 
4254 -4874.5328 -4874.5328 0.0 1235.1108 
4255 -4873.9229 -4873.9229 0.0 1250.931 
4256 -4874.3176 -4874.3176 0.0 1242.2594 
4257 -4874.4472 -4874.4472 0.0 1238.4966 
4258 -4874.4956 -4874.4956 0.0 1236.7516 
4259 -4874.5156 -4874.5156 0.0 1235.9163 
4260 -4874.5246 -4874.5246 0.0 1235.5081 
4261 -4874.5288 -4874.5288 0.0 1235.307 
4262 -4874.5308 -4874.5308 0.0 1235.2087 
4263 -4874.5318 -4874.5318 0.0 1235.1594 
4264 -4874.5323 -4874.5323 0.0 1235.1349 
4265 -4874.5325 -4874.5325 0.0 1235.1228 
4266 -4873.9221 -4873.9221 0.0 1250.9466 
4267 -4874.3192 -4874.3192 0.0 1242.2181 
4268 -4874.4481 -4874.4481 0.0 1238.4666 
4269 -4874.496 -4874.496 0.0 1236.7368 
4270 -4874.5157 -4874.5157 0.0 1235.9123 
4271 -4874.5245 -4874.5245 0.0 1235.5109 
4272 -4874.5287 -4874.5287 0.0 1235.3139 
4273 -4874.5306 -4874.5306 0.0 1235.2179 
4274 -4874.5316 -4874.5316 0.0 1235.1699 
4275 -4874.5321 -4874.5321 0.0 1235.1461 
4276 -4874.5323 -4874.5323 0.0 1235.1343 
4277 -4873.9215 -4873.9215 0.0 1250.9615 
4278 -4874.3208 -4874.3208 0.0 1242.1766 
4279 -4874.449 -4874.449 0.0 1238.4366 
4280 -4874.4964 -4874.4964 0.0 1236.722 
4281 -4874.5158 -4874.5158 0.0 1235.9083 
4282 -4874.5244 -4874.5244 0.0 1235.5135 
4283 -4874.5285 -4874.5285 0.0 1235.3204 
4284 -4874.5305 -4874.5305 0.0 1235.2255 
4285 -4874.5314 -4874.5314 0.0 1235.1799 
4286 -4874.5318 -4874.5318 0.0 1235.1568 
4287 -4874.5321 -4874.5321 0.0 1235.1454 
4288 -4873.9208 -4873.9208 0.0 1250.9759 
4289 -4874.3224 -4874.3224 0.0 1242.1349 
4290 -4874.4499 -4874.4499 0.0 1238.4067 
4291 -4874.4968 -4874.4968 0.0 1236.7073 
4292 -4874.5159 -4874.5159 0.0 1235.9041 
4293 -4874.5244 -4874.5244 0.0 1235.5159 
4294 -4874.5284 -4874.5284 0.0 1235.3266 
4295 -4874.5303 -4874.5303 0.0 1235.2338 
4296 -4874.5312 -4874.5312 0.0 1235.1895 
4297 -4874.5316 -4874.5316 0.0 1235.1671 
4298 -4874.5319 -4874.5319 0.0 1235.156 
4299 -4873.9201 -4873.9201 0.0 1250.9897 
4300 -4874.3241 -4874.3241 0.0 1242.0932 
4301 -4874.4508 -4874.4508 0.0 1238.3769 
4302 -4874.4971 -4874.4971 0.0 1236.6925 
4303 -4874.516 -4874.516 0.0 1235.8998 
4304 -4874.5244 -4874.5244 0.0 1235.518 
4305 -4874.5283 -4874.5283 0.0 1235.3325 
4306 -4874.5301 -4874.5301 0.0 1235.2419 
4307 -4874.531 -4874.531 0.0 1235.1987 
4308 -4874.5314 -4874.5314 0.0 1235.177 
4309 -4874.5316 -4874.5316 0.0 1235.1663 
4310 -4873.8987 -4873.8987 0.0 1249.6225 
4311 -4874.3158 -4874.3158 0.0 1241.3659 
4312 -4874.447 -4874.447 0.0 1238.0077 
4313 -4874.4952 -4874.4952 0.0 1236.5096 
4314 -4874.515 -4874.515 0.0 1235.8121 
4315 -4874.5238 -4874.5238 0.0 1235.4787 
4316 -4874.5279 -4874.5279 0.0 1235.3177 
4317 -4874.5299 -4874.5299 0.0 1235.2395 
4318 -4874.5308 -4874.5308 0.0 1235.2026 
4319 -4874.5312 -4874.5312 0.0 1235.1841 
4320 -4874.5314 -4874.5314 0.0 1235.175 
4321 -4873.8981 -4873.8981 0.0 1249.6341 
4322 -4874.3176 -4874.3176 0.0 1241.3253 
4323 -4874.448 -4874.448 0.0 1237.9791 
4324 -4874.4956 -4874.4956 0.0 1236.4963 
4325 -4874.5152 -4874.5152 0.0 1235.8071 
4326 -4874.5238 -4874.5238 0.0 1235.4796 
4327 -4874.5278 -4874.5278 0.0 1235.3221 
4328 -4874.5297 -4874.5297 0.0 1235.2458 
4329 -4874.5306 -4874.5306 0.0 1235.21 
4330 -4874.531 -4874.531 0.0 1235.192 
4331 -4874.5312 -4874.5312 0.0 1235.1832 
4332 -4873.8975 -4873.8975 0.0 1249.6451 
4333 -4874.3194 -4874.3194 0.0 1241.283 
4334 -4874.449 -4874.449 0.0 1237.9511 
4335 -4874.496 -4874.496 0.0 1236.482 
4336 -4874.5152 -4874.5152 0.0 1235.8046 
4337 -4874.5238 -4874.5238 0.0 1235.4804 
4338 -4874.5277 -4874.5277 0.0 1235.3262 
4339 -4874.5296 -4874.5296 0.0 1235.2518 
4340 -4874.5305 -4874.5305 0.0 1235.2159 
4341 -4874.5308 -4874.5308 0.0 1235.1997 
4342 -4874.5311 -4874.5311 0.0 1235.1912 
4343 -4873.9186 -4873.9186 0.0 1251.0305 
4344 -4874.3124 -4874.3124 0.0 1242.4035 
4345 -4874.4434 -4874.4434 0.0 1238.6256 
4346 -4874.4928 -4874.4928 0.0 1236.8615 
4347 -4874.5133 -4874.5133 0.0 1236.0152 
4348 -4874.5226 -4874.5226 0.0 1235.5984 
4349 -4874.5269 -4874.5269 0.0 1235.393 
4350 -4874.529 -4874.529 0.0 1235.2911 
4351 -4874.53 -4874.53 0.0 1235.2404 
4352 -4874.5306 -4874.5306 0.0 1235.2151 
4353 -4874.5308 -4874.5308 0.0 1235.2037 
4354 -4873.9178 -4873.9178 0.0 1251.0467 
4355 -4874.3141 -4874.3141 0.0 1242.3619 
4356 -4874.4444 -4874.4444 0.0 1238.5952 
4357 -4874.4932 -4874.4932 0.0 1236.8465 
4358 -4874.5133 -4874.5133 0.0 1236.0114 
4359 -4874.5225 -4874.5225 0.0 1235.6015 
4360 -4874.5268 -4874.5268 0.0 1235.4002 
4361 -4874.5288 -4874.5288 0.0 1235.3006 
4362 -4874.5299 -4874.5299 0.0 1235.2512 
4363 -4874.5303 -4874.5303 0.0 1235.2267 
4364 -4874.5306 -4874.5306 0.0 1235.2145 
4365 -4873.9171 -4873.9171 0.0 1251.0623 
4366 -4874.3157 -4874.3157 0.0 1242.3203 
4367 -4874.4454 -4874.4454 0.0 1238.5637 
4368 -4874.4936 -4874.4936 0.0 1236.8316 
4369 -4874.5135 -4874.5135 0.0 1236.0073 
4370 -4874.5225 -4874.5225 0.0 1235.6043 
4371 -4874.5266 -4874.5266 0.0 1235.407 
4372 -4874.5287 -4874.5287 0.0 1235.3097 
4373 -4874.5296 -4874.5296 0.0 1235.2617 
4374 -4874.5301 -4874.5301 0.0 1235.2379 
4375 -4874.5304 -4874.5304 0.0 1235.2261 
4376 -4873.9163 -4873.9163 0.0 1251.0773 
4377 -4874.3173 -4874.3173 0.0 1242.2784 
4378 -4874.4463 -4874.4463 0.0 1238.5334 
4379 -4874.494 -4874.494 0.0 1236.8166 
4380 -4874.5136 -4874.5136 0.0 1236.0031 
4381 -4874.5224 -4874.5224 0.0 1235.6068 
4382 -4874.5265 -4874.5265 0.0 1235.4135 
4383 -4874.5285 -4874.5285 0.0 1235.3184 
4384 -4874.5294 -4874.5294 0.0 1235.2717 
4385 -4874.5299 -4874.5299 0.0 1235.2486 
4386 -4874.5301 -4874.5301 0.0 1235.2372 
4387 -4873.9157 -4873.9157 0.0 1251.0905 
4388 -4874.319 -4874.319 0.0 1242.2364 
4389 -4874.4472 -4874.4472 0.0 1238.5032 
4390 -4874.4944 -4874.4944 0.0 1236.8016 
4391 -4874.5137 -4874.5137 0.0 1235.9988 
4392 -4874.5224 -4874.5224 0.0 1235.6091 
4393 -4874.5264 -4874.5264 0.0 1235.4196 
4394 -4874.5283 -4874.5283 0.0 1235.3268 
4395 -4874.5293 -4874.5293 0.0 1235.2812 
4396 -4874.5297 -4874.5297 0.0 1235.2589 
4397 -4874.5299 -4874.5299 0.0 1235.2479 
4398 -4873.9151 -4873.9151 0.0 1251.1042 
4399 -4874.3206 -4874.3206 0.0 1242.1944 
4400 -4874.4481 -4874.4481 0.0 1238.4731 
4401 -4874.4948 -4874.4948 0.0 1236.7866 
4402 -4874.5138 -4874.5138 0.0 1235.9943 
4403 -4874.5223 -4874.5223 0.0 1235.6111 
4404 -4874.5263 -4874.5263 0.0 1235.4255 
4405 -4874.5281 -4874.5281 0.0 1235.3348 
4406 -4874.5291 -4874.5291 0.0 1235.2905 
4407 -4874.5295 -4874.5295 0.0 1235.2688 
4408 -4874.5297 -4874.5297 0.0 1235.2581 
4409 -4873.8937 -4873.8937 0.0 1249.7374 
4410 -4874.3124 -4874.3124 0.0 1241.467 
4411 -4874.4443 -4874.4443 0.0 1238.1038 
4412 -4874.4929 -4874.4929 0.0 1236.6037 
4413 -4874.5128 -4874.5128 0.0 1235.9066 
4414 -4874.5218 -4874.5218 0.0 1235.5717 
4415 -4874.5259 -4874.5259 0.0 1235.4106 
4416 -4874.5279 -4874.5279 0.0 1235.3324 
4417 -4874.5288 -4874.5288 0.0 1235.2943 
4418 -4874.5293 -4874.5293 0.0 1235.2757 
4419 -4874.5295 -4874.5295 0.0 1235.2667 
4420 -4873.8932 -4873.8932 0.0 1249.7489 
4421 -4874.3142 -4874.3142 0.0 1241.4262 
4422 -4874.4454 -4874.4454 0.0 1238.075 
4423 -4874.4934 -4874.4934 0.0 1236.5889 
4424 -4874.513 -4874.513 0.0 1235.9015 
4425 -4874.5217 -4874.5217 0.0 1235.5726 
4426 -4874.5258 -4874.5258 0.0 1235.4149 
4427 -4874.5277 -4874.5277 0.0 1235.3387 
4428 -4874.5286 -4874.5286 0.0 1235.3017 
4429 -4874.5291 -4874.5291 0.0 1235.2837 
4430 -4874.5293 -4874.5293 0.0 1235.275 
4431 -4873.8926 -4873.8926 0.0 1249.7599 
4432 -4874.3159 -4874.3159 0.0 1241.3859 
4433 -4874.4463 -4874.4463 0.0 1238.0466 
4434 -4874.4938 -4874.4938 0.0 1236.5744 
4435 -4874.5131 -4874.5131 0.0 1235.8965 
4436 -4874.5217 -4874.5217 0.0 1235.5733 
4437 -4874.5257 -4874.5257 0.0 1235.419 
4438 -4874.5275 -4874.5275 0.0 1235.3446 
4439 -4874.5284 -4874.5284 0.0 1235.3087 
4440 -4874.5289 -4874.5289 0.0 1235.2913 
4441 -4874.5291 -4874.5291 0.0 1235.2829 
4442 -4873.9136 -4873.9136 0.0 1251.1425 
4443 -4874.3088 -4874.3088 0.0 1242.5074 
4444 -4874.4407 -4874.4407 0.0 1238.7208 
4445 -4874.4904 -4874.4904 0.0 1236.9565 
4446 -4874.5111 -4874.5111 0.0 1236.1092 
4447 -4874.5203 -4874.5203 0.0 1235.6942 
4448 -4874.5249 -4874.5249 0.0 1235.4861 
4449 -4874.527 -4874.527 0.0 1235.384 
4450 -4874.528 -4874.528 0.0 1235.3333 
4451 -4874.5286 -4874.5286 0.0 1235.308 
4452 -4874.5288 -4874.5288 0.0 1235.2954 
4453 -4873.9129 -4873.9129 0.0 1251.1587 
4454 -4874.3104 -4874.3104 0.0 1242.4656 
4455 -4874.4417 -4874.4417 0.0 1238.6901 
4456 -4874.4908 -4874.4908 0.0 1236.9414 
4457 -4874.5112 -4874.5112 0.0 1236.1052 
4458 -4874.5203 -4874.5203 0.0 1235.6972 
4459 -4874.5247 -4874.5247 0.0 1235.4932 
4460 -4874.5268 -4874.5268 0.0 1235.3935 
4461 -4874.5278 -4874.5278 0.0 1235.3441 
4462 -4874.5283 -4874.5283 0.0 1235.3196 
4463 -4874.5286 -4874.5286 0.0 1235.3074 
4464 -4873.9121 -4873.9121 0.0 1251.1743 
4465 -4874.3121 -4874.3121 0.0 1242.4235 
4466 -4874.4425 -4874.4425 0.0 1238.6618 
4467 -4874.4912 -4874.4912 0.0 1236.9261 
4468 -4874.5113 -4874.5113 0.0 1236.101 
4469 -4874.5202 -4874.5202 0.0 1235.6999 
4470 -4874.5246 -4874.5246 0.0 1235.5 
4471 -4874.5266 -4874.5266 0.0 1235.4026 
4472 -4874.5276 -4874.5276 0.0 1235.3545 
4473 -4874.5281 -4874.5281 0.0 1235.3307 
4474 -4874.5284 -4874.5284 0.0 1235.3189 
4475 -4873.9114 -4873.9114 0.0 1251.1892 
4476 -4874.3138 -4874.3138 0.0 1242.3801 
4477 -4874.4435 -4874.4435 0.0 1238.6313 
4478 -4874.4916 -4874.4916 0.0 1236.911 
4479 -4874.5114 -4874.5114 0.0 1236.0967 
4480 -4874.5202 -4874.5202 0.0 1235.7023 
4481 -4874.5244 -4874.5244 0.0 1235.5064 
4482 -4874.5264 -4874.5264 0.0 1235.4113 
4483 -4874.5274 -4874.5274 0.0 1235.3645 
4484 -4874.5279 -4874.5279 0.0 1235.3414 
4485 -4874.5281 -4874.5281 0.0 1235.33 
4486 -4873.9107 -4873.9107 0.0 1251.2036 
4487 -4874.3155 -4874.3155 0.0 1242.3378 
4488 -4874.4444 -4874.4444 0.0 1238.6008 
4489 -4874.492 -4874.492 0.0 1236.8958 
4490 -4874.5115 -4874.5115 0.0 1236.0922 
4491 -4874.5202 -4874.5202 0.0 1235.7045 
4492 -4874.5243 -4874.5243 0.0 1235.5125 
4493 -4874.5263 -4874.5263 0.0 1235.4197 
4494 -4874.5272 -4874.5272 0.0 1235.3741 
4495 -4874.5277 -4874.5277 0.0 1235.3517 
4496 -4874.5279 -4874.5279 0.0 1235.3407 
4497 -4873.9101 -4873.9101 0.0 1251.2174 
4498 -4874.3171 -4874.3171 0.0 1242.2954 
4499 -4874.4453 -4874.4453 0.0 1238.5704 
4500 -4874.4924 -4874.4924 0.0 1236.8806 
4501 -4874.5116 -4874.5116 0.0 1236.0876 
4502 -4874.5201 -4874.5201 0.0 1235.7065 
4503 -4874.5242 -4874.5242 0.0 1235.5183 
4504 -4874.5261 -4874.5261 0.0 1235.4277 
4505 -4874.527 -4874.527 0.0 1235.3833 
4506 -4874.5275 -4874.5275 0.0 1235.3616 
4507 -4874.5277 -4874.5277 0.0 1235.3509 
4508 -4873.8889 -4873.8889 0.0 1249.8509 
4509 -4874.309 -4874.309 0.0 1241.5682 
4510 -4874.4417 -4874.4417 0.0 1238.2 
4511 -4874.4906 -4874.4906 0.0 1236.6977 
4512 -4874.5107 -4874.5107 0.0 1235.9999 
4513 -4874.5196 -4874.5196 0.0 1235.6671 
4514 -4874.5238 -4874.5238 0.0 1235.5035 
4515 -4874.5258 -4874.5258 0.0 1235.4252 
4516 -4874.5268 -4874.5268 0.0 1235.3871 
4517 -4874.5273 -4874.5273 0.0 1235.3686 
4518 -4874.5275 -4874.5275 0.0 1235.3596 
4519 -4873.8883 -4873.8883 0.0 1249.8625 
4520 -4874.3108 -4874.3108 0.0 1241.5271 
4521 -4874.4427 -4874.4427 0.0 1238.1708 
4522 -4874.491 -4874.491 0.0 1236.6828 
4523 -4874.5108 -4874.5108 0.0 1235.9948 
4524 -4874.5195 -4874.5195 0.0 1235.6679 
4525 -4874.5237 -4874.5237 0.0 1235.5077 
4526 -4874.5257 -4874.5257 0.0 1235.4315 
4527 -4874.5266 -4874.5266 0.0 1235.3945 
4528 -4874.5271 -4874.5271 0.0 1235.3765 
4529 -4874.5273 -4874.5273 0.0 1235.3678 
4530 -4873.8877 -4873.8877 0.0 1249.8735 
4531 -4874.3126 -4874.3126 0.0 1241.4864 
4532 -4874.4437 -4874.4437 0.0 1238.1422 
4533 -4874.4915 -4874.4915 0.0 1236.6682 
4534 -4874.511 -4874.511 0.0 1235.9897 
4535 -4874.5195 -4874.5195 0.0 1235.6686 
4536 -4874.5236 -4874.5236 0.0 1235.5118 
4537 -4874.5256 -4874.5256 0.0 1235.4374 
4538 -4874.5265 -4874.5265 0.0 1235.4015 
4539 -4874.5269 -4874.5269 0.0 1235.3841 
4540 -4874.5271 -4874.5271 0.0 1235.3757 
4541 -4873.9086 -4873.9086 0.0 1251.2556 
4542 -4874.3052 -4874.3052 0.0 1242.6101 
4543 -4874.4377 -4874.4377 0.0 1238.8231 
4544 -4874.488 -4874.488 0.0 1237.0515 
4545 -4874.5088 -4874.5088 0.0 1236.2043 
4546 -4874.5182 -4874.5182 0.0 1235.7876 
4547 -4874.5228 -4874.5228 0.0 1235.5792 
4548 -4874.525 -4874.525 0.0 1235.477 
4549 -4874.526 -4874.526 0.0 1235.4262 
4550 -4874.5266 -4874.5266 0.0 1235.4008 
4551 -4874.5268 -4874.5268 0.0 1235.3882 
4552 -4873.9079 -4873.9079 0.0 1251.2718 
4553 -4874.3069 -4874.3069 0.0 1242.5679 
4554 -4874.4389 -4874.4389 0.0 1238.7874 
4555 -4874.4884 -4874.4884 0.0 1237.0361 
4556 -4874.5089 -4874.5089 0.0 1236.2002 
4557 -4874.5182 -4874.5182 0.0 1235.7905 
4558 -4874.5227 -4874.5227 0.0 1235.5863 
4559 -4874.5248 -4874.5248 0.0 1235.4865 
4560 -4874.5258 -4874.5258 0.0 1235.437 
4561 -4874.5263 -4874.5263 0.0 1235.4124 
4562 -4874.5266 -4874.5266 0.0 1235.4003 
4563 -4873.9071 -4873.9071 0.0 1251.2874 
4564 -4874.3085 -4874.3085 0.0 1242.5256 
4565 -4874.4398 -4874.4398 0.0 1238.7565 
4566 -4874.4889 -4874.4889 0.0 1237.0208 
4567 -4874.509 -4874.509 0.0 1236.1959 
4568 -4874.5181 -4874.5181 0.0 1235.7931 
4569 -4874.5225 -4874.5225 0.0 1235.593 
4570 -4874.5246 -4874.5246 0.0 1235.4956 
4571 -4874.5256 -4874.5256 0.0 1235.4474 
4572 -4874.5261 -4874.5261 0.0 1235.4236 
4573 -4874.5263 -4874.5263 0.0 1235.4118 
4574 -4873.9064 -4873.9064 0.0 1251.3024 
4575 -4874.3102 -4874.3102 0.0 1242.4831 
4576 -4874.4408 -4874.4408 0.0 1238.7256 
4577 -4874.4892 -4874.4892 0.0 1237.0054 
4578 -4874.5091 -4874.5091 0.0 1236.1915 
4579 -4874.5181 -4874.5181 0.0 1235.7955 
4580 -4874.5224 -4874.5224 0.0 1235.5994 
4581 -4874.5244 -4874.5244 0.0 1235.5043 
4582 -4874.5254 -4874.5254 0.0 1235.4574 
4583 -4874.5259 -4874.5259 0.0 1235.4343 
4584 -4874.5261 -4874.5261 0.0 1235.4229 
4585 -4873.9057 -4873.9057 0.0 1251.3167 
4586 -4874.3119 -4874.3119 0.0 1242.4404 
4587 -4874.4417 -4874.4417 0.0 1238.6948 
4588 -4874.4896 -4874.4896 0.0 1236.99 
4589 -4874.5092 -4874.5092 0.0 1236.1868 
4590 -4874.518 -4874.518 0.0 1235.7976 
4591 -4874.5223 -4874.5223 0.0 1235.6055 
4592 -4874.5242 -4874.5242 0.0 1235.5126 
4593 -4874.5252 -4874.5252 0.0 1235.467 
4594 -4874.5257 -4874.5257 0.0 1235.4445 
4595 -4874.5259 -4874.5259 0.0 1235.4336 
4596 -4873.9051 -4873.9051 0.0 1251.3305 
4597 -4874.3136 -4874.3136 0.0 1242.3977 
4598 -4874.4426 -4874.4426 0.0 1238.6665 
4599 -4874.4901 -4874.4901 0.0 1236.9745 
4600 -4874.5093 -4874.5093 0.0 1236.1821 
4601 -4874.518 -4874.518 0.0 1235.7995 
4602 -4874.5221 -4874.5221 0.0 1235.6112 
4603 -4874.5241 -4874.5241 0.0 1235.5205 
4604 -4874.525 -4874.525 0.0 1235.4762 
4605 -4874.5254 -4874.5254 0.0 1235.4545 
4606 -4874.5257 -4874.5257 0.0 1235.4438 
4607 -4873.884 -4873.884 0.0 1249.9644 
4608 -4874.3056 -4874.3056 0.0 1241.6693 
4609 -4874.4389 -4874.4389 0.0 1238.2972 
4610 -4874.4882 -4874.4882 0.0 1236.7916 
4611 -4874.5084 -4874.5084 0.0 1236.0944 
4612 -4874.5175 -4874.5175 0.0 1235.7601 
4613 -4874.5218 -4874.5218 0.0 1235.5963 
4614 -4874.5238 -4874.5238 0.0 1235.5181 
4615 -4874.5248 -4874.5248 0.0 1235.48 
4616 -4874.5252 -4874.5252 0.0 1235.4614 
4617 -4874.5254 -4874.5254 0.0 1235.4524 
4618 -4873.8833 -4873.8833 0.0 1249.9771 
4619 -4874.3074 -4874.3074 0.0 1241.6278 
4620 -4874.4399 -4874.4399 0.0 1238.2678 
4621 -4874.4887 -4874.4887 0.0 1236.7765 
4622 -4874.5086 -4874.5086 0.0 1236.089 
4623 -4874.5174 -4874.5174 0.0 1235.7608 
4624 -4874.5217 -4874.5217 0.0 1235.6005 
4625 -4874.5236 -4874.5236 0.0 1235.5243 
4626 -4874.5245 -4874.5245 0.0 1235.4873 
4627 -4874.525 -4874.525 0.0 1235.4693 
4628 -4874.5252 -4874.5252 0.0 1235.4606 
4629 -4873.8827 -4873.8827 0.0 1249.988 
4630 -4874.3092 -4874.3092 0.0 1241.5868 
4631 -4874.441 -4874.441 0.0 1238.2377 
4632 -4874.4892 -4874.4892 0.0 1236.7617 
4633 -4874.5087 -4874.5087 0.0 1236.0839 
4634 -4874.5174 -4874.5174 0.0 1235.7614 
4635 -4874.5215 -4874.5215 0.0 1235.6069 
4636 -4874.5235 -4874.5235 0.0 1235.5301 
4637 -4874.5244 -4874.5244 0.0 1235.4942 
4638 -4874.5248 -4874.5248 0.0 1235.4769 
4639 -4874.525 -4874.525 0.0 1235.4685 
4640 -4873.9036 -4873.9036 0.0 1251.3698 
4641 -4874.3016 -4874.3016 0.0 1242.7128 
4642 -4874.4349 -4874.4349 0.0 1238.9195 
4643 -4874.4857 -4874.4857 0.0 1237.144 
4644 -4874.5066 -4874.5066 0.0 1236.2982 
4645 -4874.5162 -4874.5162 0.0 1235.8786 
4646 -4874.5206 -4874.5206 0.0 1235.6747 
4647 -4874.5229 -4874.5229 0.0 1235.5699 
4648 -4874.524 -4874.524 0.0 1235.519 
4649 -4874.5245 -4874.5245 0.0 1235.4937 
4650 -4874.5248 -4874.5248 0.0 1235.4811 
4651 -4873.9028 -4873.9028 0.0 1251.386 
4652 -4874.3033 -4874.3033 0.0 1242.6702 
4653 -4874.4359 -4874.4359 0.0 1238.8882 
4654 -4874.4861 -4874.4861 0.0 1237.1285 
4655 -4874.5067 -4874.5067 0.0 1236.2939 
4656 -4874.5162 -4874.5162 0.0 1235.8814 
4657 -4874.5205 -4874.5205 0.0 1235.6817 
4658 -4874.5227 -4874.5227 0.0 1235.5794 
4659 -4874.5238 -4874.5238 0.0 1235.5298 
4660 -4874.5243 -4874.5243 0.0 1235.5053 
4661 -4874.5245 -4874.5245 0.0 1235.4931 
4662 -4873.9021 -4873.9021 0.0 1251.4016 
4663 -4874.305 -4874.305 0.0 1242.6276 
4664 -4874.4369 -4874.4369 0.0 1238.8569 
4665 -4874.4865 -4874.4865 0.0 1237.1129 
4666 -4874.5068 -4874.5068 0.0 1236.2895 
4667 -4874.5161 -4874.5161 0.0 1235.8839 
4668 -4874.5203 -4874.5203 0.0 1235.6884 
4669 -4874.5225 -4874.5225 0.0 1235.5885 
4670 -4874.5235 -4874.5235 0.0 1235.5403 
4671 -4874.5241 -4874.5241 0.0 1235.5164 
4672 -4874.5243 -4874.5243 0.0 1235.5046 
4673 -4873.9014 -4873.9014 0.0 1251.4166 
4674 -4874.3066 -4874.3066 0.0 1242.5847 
4675 -4874.4378 -4874.4378 0.0 1238.827 
4676 -4874.487 -4874.487 0.0 1237.0972 
4677 -4874.5069 -4874.5069 0.0 1236.285 
4678 -4874.5161 -4874.5161 0.0 1235.8862 
4679 -4874.5202 -4874.5202 0.0 1235.6948 
4680 -4874.5223 -4874.5223 0.0 1235.5971 
4681 -4874.5233 -4874.5233 0.0 1235.5503 
4682 -4874.5238 -4874.5238 0.0 1235.5271 
4683 -4874.5241 -4874.5241 0.0 1235.5157 
4684 -4873.9006 -4873.9006 0.0 1251.4309 
4685 -4874.3084 -4874.3084 0.0 1242.5417 
4686 -4874.439 -4874.439 0.0 1238.7911 
4687 -4874.4874 -4874.4874 0.0 1237.0817 
4688 -4874.507 -4874.507 0.0 1236.2803 
4689 -4874.516 -4874.516 0.0 1235.8882 
4690 -4874.5201 -4874.5201 0.0 1235.7007 
4691 -4874.5221 -4874.5221 0.0 1235.6054 
4692 -4874.5231 -4874.5231 0.0 1235.5598 
4693 -4874.5236 -4874.5236 0.0 1235.5374 
4694 -4874.5238 -4874.5238 0.0 1235.5264 
4695 -4873.9 -4873.9 0.0 1251.4446 
4696 -4874.3101 -4874.3101 0.0 1242.4986 
4697 -4874.44 -4874.44 0.0 1238.7601 
4698 -4874.4877 -4874.4877 0.0 1237.0685 
4699 -4874.5071 -4874.5071 0.0 1236.2754 
4700 -4874.516 -4874.516 0.0 1235.89 
4701 -4874.5199 -4874.5199 0.0 1235.7064 
4702 -4874.522 -4874.522 0.0 1235.6133 
4703 -4874.523 -4874.523 0.0 1235.5689 
4704 -4874.5234 -4874.5234 0.0 1235.5472 
4705 -4874.5236 -4874.5236 0.0 1235.5366 
4706 -4873.879 -4873.879 0.0 1250.0789 
4707 -4874.3021 -4874.3021 0.0 1241.7714 
4708 -4874.4363 -4874.4363 0.0 1238.3908 
4709 -4874.4858 -4874.4858 0.0 1236.8855 
4710 -4874.5062 -4874.5062 0.0 1236.1876 
4711 -4874.5154 -4874.5154 0.0 1235.8506 
4712 -4874.5196 -4874.5196 0.0 1235.6916 
4713 -4874.5216 -4874.5216 0.0 1235.6132 
4714 -4874.5227 -4874.5227 0.0 1235.5727 
4715 -4874.5232 -4874.5232 0.0 1235.5542 
4716 -4874.5234 -4874.5234 0.0 1235.5452 
4717 -4873.8784 -4873.8784 0.0 1250.0904 
4718 -4874.3039 -4874.3039 0.0 1241.7297 
4719 -4874.4373 -4874.4373 0.0 1238.3611 
4720 -4874.4863 -4874.4863 0.0 1236.8702 
